Gene	logFC	logCPM	PValue	FDR		Gene	B56	B57	B58	Y59	Y60	Y61	Y62		Comparison	of	groups:	Yaa-B6
Manbal	5.58E-02	4.405875105	6.51E-01	7.97E-01		Manbal	22.29512013	19.75910755	21.22752431	21.48632902	22.42845148	20.22170328	20.98319526					
Cnot3	3.68E-02	6.649900909	6.51E-01	7.97E-01		Cnot3	102.2804381	98.24154407	101.7367933	103.7081619	94.14324932	97.10421872	105.5821095					
Ppp1r12a	-3.00E-02	7.348588308	6.51E-01	7.97E-01		Ppp1r12a	166.2057119	172.3535861	164.6427495	159.6214499	155.8039137	162.0405794	160.4048704					
Fcrl5	4.93E-02	5.076400275	6.51E-01	7.97E-01		Fcrl5	31.6162438	39.39510539	29.64087236	28.38392896	33.53721429	32.56828779	41.10041738					
BC023829	-5.09E-02	4.570385371	6.52E-01	7.97E-01		BC023829	24.62540104	24.68349572	24.65758159	23.07338741	21.86598248	24.69316902	22.71514153					
Wdr19	-9.27E-02	2.784798817	6.52E-01	7.97E-01		Wdr19	7.179784448	7.448137113	7.11898681	5.676785792	8.015183288	6.340137992	6.528105191					
Cxxc1	3.03E-02	7.181657979	6.52E-01	7.97E-01		Cxxc1	151.846143	142.3148182	143.2857891	138.4403245	146.3825579	142.8199506	151.1456192					
Terf2ip	-4.56E-02	5.067831164	6.52E-01	7.97E-01		Terf2ip	34.82825263	35.08626574	34.23585475	32.47365636	33.53721429	32.76850267	31.90777946					
1200011M11Rik	-4.69E-02	4.960704586	6.52E-01	7.97E-01		1200011M11Rik	32.74989397	30.83898094	33.20036576	29.23849886	29.38900539	32.90197926	29.70953995					
Gtf3c1	3.02E-02	7.167813272	6.53E-01	7.98E-01		Gtf3c1	146.3668338	142.7457022	144.3859961	142.4690112	145.5388544	139.5497741	145.4834871					
Klhl28	-4.38E-02	5.0884337	6.53E-01	7.98E-01		Klhl28	35.39507772	34.34760751	35.91852436	34.12175546	33.32628841	33.90305368	31.17503296					
Acyp2	-1.78E-01	0.066070885	6.53E-01	7.98E-01		Acyp2	0.818747349	0.615548522	2.006259919	0.793529197	1.265555256	0.800859536	1.065813092					
Mta1	3.56E-02	6.428904613	6.53E-01	7.98E-01		Mta1	87.03914129	84.69947659	87.62825583	87.95965942	84.72189353	80.75333653	90.26104627					
Zfp280c	-3.97E-02	5.821762627	6.53E-01	7.98E-01		Zfp280c	58.38298406	62.1704007	54.55732619	53.83790396	56.38751752	55.39278456	55.28905417					
Dock2	-2.98E-02	9.711952827	6.53E-01	7.98E-01		Dock2	898.2288228	874.5713397	815.6417343	816.9688283	801.5886375	855.251246	809.0853638					
Rell1	-5.52E-02	4.21230878	6.53E-01	7.98E-01		Rell1	19.71291695	17.78935228	20.32147144	17.94596799	18.42085984	18.48650762	17.1196228					
Zc3h12a	-3.60E-02	5.767534802	6.54E-01	7.98E-01		Zc3h12a	60.39836215	53.06028257	55.26922487	56.6457765	51.67683962	54.05801867	50.15982867					
Zfp235	-7.45E-02	3.360234386	6.54E-01	7.98E-01		Zfp235	9.824968192	10.77209913	11.64925114	9.156106116	10.2650593	10.81160373	9.459091196					
Phkg2	-4.15E-02	5.253435472	6.54E-01	7.98E-01		Phkg2	40.30756181	39.5182151	38.50724684	38.82188993	36.98233693	35.83846423	37.03700496					
Zfp498	4.87E-02	4.812038337	6.54E-01	7.98E-01		Zfp498	28.46721553	29.79254845	25.75778864	28.32288825	28.19375876	27.62965399	28.44388691					
Il1r2	1.49E-01	2.440453902	6.54E-01	7.99E-01		Il1r2	2.708164309	5.601491548	7.377859058	5.798867207	3.304505391	4.604942331	8.593118058					
Slc19a1	5.44E-02	4.555946722	6.54E-01	7.99E-01		Slc19a1	19.39801412	24.74505057	26.08137895	22.09673609	25.17048787	22.29059041	24.97999436					
Zfp629	-6.01E-02	3.872693148	6.54E-01	7.99E-01		Zfp629	14.73745229	14.83471937	16.24423354	15.13809544	13.78049057	14.14851847	13.65573025					
AI837181	4.64E-02	5.570092128	6.54E-01	7.99E-01		AI837181	51.89598583	43.02684167	47.5677755	49.99233939	44.92721159	48.18504874	46.82916275					
Apol10b	-1.36E-01	0.650874103	6.54E-01	7.99E-01		Apol10b	1.88941696	1.4157616	1.747387672	1.464976978	1.265555256	1.801933956	1.398879684					
Tmem223	5.36E-02	4.426658248	6.55E-01	7.99E-01		Tmem223	21.72829504	20.00532696	22.45716748	19.7161485	24.18616712	22.62428189	19.91738217					
BC067068	7.08E-02	3.26383832	6.55E-01	7.99E-01		BC067068	9.636026496	9.664111791	9.189964791	9.583391068	9.49166442	9.543576135	10.12522438					
Abhd1	-1.47E-01	0.429215958	6.55E-01	7.99E-01		Abhd1	1.133650176	1.538871304	1.68266961	1.342895564	0.773394879	1.201289304	1.731946275					
1700001L05Rik	-1.02E-01	3.030168784	6.55E-01	8.00E-01		1700001L05Rik	8.754298581	6.586369183	10.54904409	4.883256595	8.647960916	8.409025126	9.459091196					
Ipo9	2.96E-02	6.933127877	6.55E-01	8.00E-01		Ipo9	121.1116271	124.5870208	122.6407273	117.5644025	124.6571927	119.7952389	125.166425					
S1pr4	-3.29E-02	7.001200046	6.55E-01	8.00E-01		S1pr4	129.5510229	134.3126874	132.5425908	131.9700095	113.9702817	141.551923	112.8429612					
Guca1a	-1.56E-01	0.092334255	6.56E-01	8.00E-01		Guca1a	1.574514133	0.800213078	1.100207052	1.892261931	0.984320755	0.467168063	0.599519865					
Pafah1b1	-2.99E-02	8.012903457	6.56E-01	8.00E-01		Pafah1b1	268.3601889	266.2247357	262.6906133	252.0981217	260.4231482	249.7346986	249.0005837					
Nelf	-4.97E-02	4.775538039	6.56E-01	8.01E-01		Nelf	31.86816606	27.57657377	25.75778864	27.52935905	26.0845	25.42729026	27.44468713					
Gtpbp1	3.11E-02	7.105426317	6.57E-01	8.01E-01		Gtpbp1	143.9735723	134.5589069	136.4903926	135.815574	136.1174986	135.4787381	141.4200747					
4921517L17Rik	-9.12E-02	2.311061201	6.57E-01	8.01E-01		4921517L17Rik	5.290367488	5.170607583	5.242163015	4.76117518	3.374814016	5.138848688	5.728745372					
Dnajc1	-3.64E-02	5.778178622	6.57E-01	8.01E-01		Dnajc1	55.61183919	57.73845134	56.49886805	53.04437476	52.23930862	53.39063572	55.68873408					
Gm12657	3.96E-02	5.730370393	6.57E-01	8.01E-01		Gm12657	57.43827558	50.9674176	51.06255085	52.86125264	51.74714825	53.92454208	53.5571079					
Tnpo3	2.84E-02	7.19856032	6.57E-01	8.01E-01		Tnpo3	147.500484	151.0556072	144.3859961	143.1404589	149.2652116	146.9577248	145.9497804					
Hdac5	-3.00E-02	6.711283689	6.57E-01	8.01E-01		Hdac5	109.8381059	109.0136432	105.0374145	111.5824132	95.54942183	105.5132438	96.85576478					
Hnrnph2	-3.06E-02	6.941438988	6.58E-01	8.02E-01		Hnrnph2	125.2683444	122.3094913	132.0248463	117.0150362	121.5636132	122.1310792	120.3036528					
Gm8615	-4.22E-02	5.218355909	6.58E-01	8.02E-01		Gm8615	36.1508445	39.70287965	39.73689001	38.94397135	36.20894205	36.43910888	33.43988578					
Ccl25	-1.18E-01	1.268629656	6.58E-01	8.02E-01		Ccl25	1.826436395	2.708413496	3.171185034	2.502669005	2.601419137	1.534980777	2.531306095					
Wdr41	-4.38E-02	5.14756679	6.58E-01	8.02E-01		Wdr41	33.56864132	37.36379527	39.15442746	34.79320324	34.38091779	35.03760469	33.906179					
Gm10548	-1.01E-01	2.186847974	6.59E-01	8.03E-01		Gm10548	5.479309184	5.355272139	3.559493405	4.028686691	4.851295148	4.471465742	4.130025733					
Mavs	-3.91E-02	5.733933927	6.59E-01	8.03E-01		Mavs	50.82531622	58.60021927	55.46337906	50.96899071	49.14572911	55.45952286	52.15822821					
4921531C22Rik	-9.54E-02	2.304893048	6.59E-01	8.03E-01		4921531C22Rik	4.786522965	5.786156104	5.048008829	4.272849521	4.640369272	5.138848688	4.929385553					
Herpud2	-3.58E-02	5.732978445	6.59E-01	8.03E-01		Herpud2	54.79309184	54.53759903	55.26922487	51.88460132	51.32529649	52.52303789	52.02500158					
Fbxl4	-5.61E-02	4.453769667	6.59E-01	8.03E-01		Fbxl4	23.4287703	23.51395353	21.29224237	19.89927062	23.06122911	21.82342235	20.45028871					
Gpn3	4.30E-02	5.209611556	6.60E-01	8.03E-01		Gpn3	37.22151411	36.56358219	37.2128856	36.1360988	36.70110243	36.63932376	38.56911128					
Kdm4a	-3.06E-02	7.217588729	6.60E-01	8.03E-01		Kdm4a	161.7340918	151.97893	145.7450754	142.7742147	143.2186698	145.0890526	151.4120725					
Smarcc2	-3.02E-02	8.001356799	6.60E-01	8.03E-01		Smarcc2	271.6981588	256.499069	262.6906133	243.7355448	259.0872844	247.6658115	252.7309296					
Agrp	1.63E-01	0.1928402	6.60E-01	8.03E-01		Agrp	1.259611307	1.538871304	0.453026433	1.587058393	1.195246631	1.067812714	0.865973138					
BC046331	-4.42E-02	5.15391678	6.60E-01	8.03E-01		BC046331	35.70998054	38.53333746	36.24211467	34.36591829	35.08400404	34.63717493	34.70553882					
Pomt1	-5.92E-02	4.259555262	6.60E-01	8.04E-01		Pomt1	17.82349999	20.68243033	21.29224237	17.15243879	17.71777358	20.75560964	18.71834244					
Rabac1	-3.19E-02	6.724937691	6.60E-01	8.04E-01		Rabac1	114.6876095	107.3516622	104.7138242	104.6237725	107.0097278	104.5789077	97.58851128					
Yy2	6.75E-02	3.421088603	6.61E-01	8.04E-01		Yy2	10.01390989	11.63386706	10.09601766	9.217146823	11.74154043	10.94508032	11.39087743					
Afg3l2	3.31E-02	6.37174862	6.61E-01	8.04E-01		Afg3l2	82.88242398	81.06774031	85.42784172	78.86459401	80.57368463	87.56064259	83.33326117					
Ggct	-6.21E-02	3.873752873	6.61E-01	8.04E-01		Ggct	15.55619964	16.00426157	14.23797362	14.40560696	14.27265094	14.34873335	13.78895688					
Slc5a3	7.37E-02	3.730174422	6.61E-01	8.04E-01		Slc5a3	12.5331325	12.00319617	14.88515424	14.16144413	11.88215768	13.34765893	14.05541016					
BC052040	7.44E-02	3.173950091	6.61E-01	8.04E-01		BC052040	8.313434624	8.925453565	9.513555101	9.156106116	9.35104717	8.275548537	9.658931151					
Ier3ip1	-4.53E-02	5.04908048	6.61E-01	8.04E-01		Ier3ip1	34.5133498	33.91672355	34.36529088	32.22949353	34.87307817	31.03330701	30.90857968					
Upf1	2.99E-02	7.536742715	6.61E-01	8.04E-01		Upf1	182.3287366	188.2962928	189.4944853	187.0287276	181.5368706	184.3979081	186.7171311					
Rock2	2.91E-02	7.225491333	6.61E-01	8.04E-01		Rock2	153.1057543	147.6085355	150.5989301	146.8029014	153.2728032	145.9566504	150.279646					
Ptpra	3.21E-02	6.201557753	6.61E-01	8.04E-01		Ptpra	74.06514483	77.06667492	70.41325136	71.11242416	74.45683423	73.74581559	74.3404632					
6330408A02Rik	-7.64E-02	2.871639204	6.62E-01	8.05E-01		6330408A02Rik	7.494687274	7.879021078	7.636731306	7.63008843	7.452714286	6.540352876	6.59471851					
Atpaf1	-5.09E-02	4.502814323	6.62E-01	8.05E-01		Atpaf1	23.11386748	24.92971513	22.58660361	23.68379449	19.19425472	20.55539475	24.58031445					
Gpr116	-1.61E-01	0.560999019	6.62E-01	8.05E-01		Gpr116	0.94470848	2.215974678	1.617951548	1.709139808	2.179567385	0.934336125	0.732746501					
Reps2	-1.64E-01	0.920944068	6.62E-01	8.05E-01		Reps2	1.448553003	1.477316452	3.235903096	1.159773441	2.601419137	1.601719072	1.798559594					
Mmgt2	-6.06E-02	3.917780329	6.63E-01	8.06E-01		Mmgt2	14.3595689	16.68136494	16.17951548	14.46664766	14.20234232	13.81482699	16.12042302					
Ppp4r1l-ps	-6.14E-02	3.951930272	6.63E-01	8.06E-01		Ppp4r1l-ps	17.4456166	17.05069405	13.84966525	15.74850252	13.71018194	15.41654607	15.05460993					
Meis3	-6.08E-02	4.120874253	6.63E-01	8.06E-01		Meis3	16.12302472	20.31310122	17.92690315	17.09139808	15.60851482	15.75023754	18.98479571					
Acot2	-5.67E-02	4.107467883	6.63E-01	8.06E-01		Acot2	18.51628621	18.03557169	17.21500447	16.84723525	16.1006752	17.35195661	16.58671625					
Cav1	-1.94E-01	0.247101501	6.63E-01	8.06E-01		Cav1	0.440863957	2.27752953	1.164925114	1.403936271	1.687407008	0.800859536	0.532906546					
Sik1	-3.42E-02	5.974393052	6.64E-01	8.06E-01		Sik1	68.64881621	64.01704626	61.80574913	62.87192866	58.77801078	62.73399697	61.2176395					
Fbxw5	-3.24E-02	6.39534869	6.64E-01	8.06E-01		Fbxw5	91.0069169	85.37657997	83.68045405	80.87893735	80.78461051	83.55634491	83.99939435					
Mtss1	3.21E-02	7.713316064	6.64E-01	8.06E-01		Mtss1	229.5641606	207.0705227	195.448547	208.7592194	202.9106927	211.0264877	213.895365					
Pus7l	-6.09E-02	4.086410693	6.64E-01	8.06E-01		Pus7l	17.13071377	19.57444299	16.3089516	16.11474676	16.80376146	16.35088219	16.65332957					
Chuk	3.14E-02	6.80398452	6.64E-01	8.06E-01		Chuk	113.4279982	111.3527276	112.0269652	112.6811459	111.1579367	108.1827756	113.3092544					
Paqr4	9.47E-02	2.147602068	6.64E-01	8.06E-01		Paqr4	3.589892224	4.124175096	5.306881077	3.845564569	5.2731469	5.272325278	3.663732505					
Cox7a2l	2.78E-02	7.967517017	6.64E-01	8.06E-01		Cox7a2l	245.1203603	255.8219656	254.1478291	243.6134634	256.2749393	250.5355581	246.7357309					
Ppfia1	3.29E-02	6.704033683	6.64E-01	8.06E-01		Ppfia1	105.6813886	105.3819069	103.0958726	107.7368486	100.7522601	107.1817012	99.8533641					
Gm16386	-1.58E-01	0.335405683	6.64E-01	8.06E-01		Gm16386	1.133650176	2.092864974	0.841334805	1.403936271	1.265555256	1.00107442	1.065813092					
Adprhl2	4.37E-02	5.175557136	6.65E-01	8.07E-01		Adprhl2	37.22151411	37.85623409	33.26508382	37.23483154	36.20894205	35.37129617	35.77135192					
Ttc32	8.27E-02	2.953350402	6.65E-01	8.07E-01		Ttc32	7.179784448	6.524814331	9.189964791	7.080722063	8.366726415	7.140997528	8.792958013					
Luzp1	7.76E-02	3.578478208	6.65E-01	8.07E-01		Luzp1	11.27352119	10.83365398	13.33192075	13.67311847	11.88215768	11.54572498	11.05781083					
Nars2	-6.82E-02	3.890000594	6.65E-01	8.07E-01		Nars2	13.35187985	16.06581642	17.02085028	13.1237521	14.90542857	13.48113552	15.92058307					
Cntn2	-1.56E-01	0.097667483	6.65E-01	8.07E-01		Cntn2	1.511533568	1.169542191	0.776616743	1.220814149	1.05462938	0.86759783	0.865973138					
Stard7	2.92E-02	6.940305704	6.65E-01	8.07E-01		Stard7	120.985666	124.4023562	124.9705776	119.0904202	122.2666995	123.8662749	124.1672253					
Zfp384	-3.02E-02	6.63891007	6.65E-01	8.07E-01		Zfp384	100.3280406	105.2587972	102.1898198	98.4586611	94.56510108	98.10529314	98.78755101					
Phf21b	-1.09E-01	1.57413845	6.66E-01	8.07E-01		Phf21b	2.582203179	3.447071722	3.430057281	2.258506175	3.093579515	3.270176438	2.797759368					
Pofut1	-3.23E-02	6.199261549	6.66E-01	8.07E-01		Pofut1	77.15119253	74.72759054	75.267106	72.08907548	67.49628032	75.14731978	72.47529029					
Slc38a1	-2.95E-02	7.673010718	6.66E-01	8.07E-01		Slc38a1	209.221438	216.6730797	203.861895	198.0160549	201.2232857	195.5432033	204.3696605					
Tmem170	7.84E-02	2.790573394	6.66E-01	8.07E-01		Tmem170	7.494687274	6.401704626	6.536524253	5.859907914	7.171479784	8.075333653	6.927785101					
Tmem229b	-2.99E-02	7.161023978	6.66E-01	8.07E-01		Tmem229b	153.6725794	148.9627423	139.2732692	146.1314536	138.4376833	146.2903419	129.0299975					
Utp14a	3.63E-02	5.876653621	6.66E-01	8.07E-01		Utp14a	55.92674201	61.18552306	59.60533502	59.45364904	61.30912129	53.19042084	60.68473295					
Riok3	-3.01E-02	7.019590833	6.66E-01	8.08E-01		Riok3	129.6140035	133.0815904	137.8494719	123.9736768	131.8286725	126.2688535	125.9657849					
Rnase4	-1.13E-01	1.317937478	6.66E-01	8.08E-01		Rnase4	2.141339221	2.769968348	3.04174891	2.319546883	2.249876011	2.135625429	2.797759368					
Pecr	7.91E-02	2.927425265	6.67E-01	8.08E-01		Pecr	7.431706709	6.771033739	8.283911925	7.080722063	9.35104717	7.341212412	7.061011738					
Ebpl	-7.59E-02	2.979750192	6.67E-01	8.08E-01		Ebpl	8.880259712	8.371459896	7.507295182	7.202803478	7.663640162	7.608165591	7.993598194					
Gm10033	-8.83E-02	2.429835605	6.67E-01	8.08E-01		Gm10033	4.912484096	6.709478887	5.371599139	5.127419425	4.921603773	5.472540162	5.195838826					
Rbm19	4.36E-02	5.406035155	6.67E-01	8.09E-01		Rbm19	42.3229399	42.96528682	42.00202218	45.71948987	40.14622507	41.51121927	42.03300383					
Kctd18	-4.85E-02	4.828103205	6.67E-01	8.09E-01		Kctd18	30.04172966	30.59276153	27.63461244	27.77352188	28.47499326	28.96441988	25.37967426					
Omd	1.45E-01	0.791853254	6.67E-01	8.09E-01		Omd	1.196630741	1.600426157	2.200414105	1.831221223	2.249876011	2.00214884	1.065813092					
Heatr5b	3.61E-02	6.075330058	6.67E-01	8.09E-01		Heatr5b	66.00363247	69.12609899	67.82452888	69.95265072	64.75424393	66.07091171	68.21203792					
Timm9	-5.68E-02	4.270346553	6.68E-01	8.09E-01		Timm9	19.96483921	19.8206624	20.3861895	16.96931667	17.92869946	18.7534608	21.31626185					
Dolpp1	-5.05E-02	4.530717038	6.68E-01	8.09E-01		Dolpp1	24.31049822	23.57550838	24.01040097	21.73049185	23.90493261	22.29059041	22.04900835					
Rnmt	3.45E-02	5.745827698	6.68E-01	8.09E-01		Rnmt	52.84069431	55.33781211	53.26296495	52.67813052	55.89535714	53.05694425	52.62452144					
Ssbp2	-6.24E-02	3.53891848	6.69E-01	8.10E-01		Ssbp2	11.90332685	10.34121517	14.17325556	11.35357158	10.40567655	12.01289304	11.19103747					
Srms	-1.05E-01	2.548177645	6.69E-01	8.10E-01		Srms	5.605270314	6.771033739	6.148215882	4.028686691	5.976233154	7.608165591	4.862772234					
Phtf1	4.08E-02	5.440408293	6.69E-01	8.10E-01		Phtf1	45.66090987	41.0570864	43.68469179	42.85057662	43.02887871	42.51229369	45.16382979					
Kcnrg	-1.68E-01	0.217911498	6.69E-01	8.10E-01		Kcnrg	0.755766784	1.661981009	1.3590793	1.098732734	1.335863881	0.86759783	1.065813092					
Lrrc8c	-3.66E-02	5.691371837	6.69E-01	8.10E-01		Lrrc8c	50.95127735	52.75250831	56.30471386	49.56505444	49.35665499	54.25823355	48.62772234					
Proz	-8.51E-02	2.564207377	6.69E-01	8.10E-01		Proz	5.605270314	6.832588591	6.212933944	6.043030036	5.694998652	6.273399697	4.729545598					
Ppcs	-5.53E-02	4.383744955	6.69E-01	8.10E-01		Ppcs	23.55473143	21.97508223	19.48013664	18.92261931	19.19425472	21.15603941	21.8491684					
Pus7	-4.82E-02	5.345479868	6.70E-01	8.11E-01		Pus7	37.03257241	43.64239019	45.62623365	34.54904041	40.84931132	40.57688315	42.56591038					
Sbk1	-3.63E-02	7.930787033	6.70E-01	8.11E-01		Sbk1	300.2913355	239.5714847	215.38171	247.7642315	222.1049474	257.0091727	225.4860824					
Nr4a1	7.64E-02	5.99824518	6.70E-01	8.11E-01		Nr4a1	66.50747699	62.53972981	61.35272269	90.95065408	47.95048248	63.46811822	54.22324108					
Psmg2	4.84E-02	4.729985592	6.70E-01	8.11E-01		Psmg2	25.44414839	26.7763607	27.24630406	26.43062632	25.73295687	26.09467321	28.044207					
Patz1	-3.65E-02	5.441703958	6.70E-01	8.11E-01		Patz1	45.5979293	44.75037753	44.33187241	45.41428633	38.52912668	41.04405121	44.49769661					
Lnp	-4.27E-02	5.506856951	6.71E-01	8.11E-01		Lnp	42.07101764	50.04409482	48.86213674	42.24016955	47.7395566	43.51336811	44.03140338					
Slfn1	-4.24E-02	6.50153725	6.71E-01	8.11E-01		Slfn1	74.94687274	101.6886158	105.4257229	103.4639991	77.05825337	100.6413483	71.20963724					
Uspl1	-3.27E-02	6.114109045	6.71E-01	8.11E-01		Uspl1	71.73486391	73.43493864	68.92473594	68.9149587	65.52763881	66.33786489	70.01059751					
Gcdh	-4.69E-02	4.975977099	6.71E-01	8.12E-01		Gcdh	31.74220493	31.82385857	34.17113669	28.26184754	33.25597978	29.56506453	31.64132618					
Zfp7	-4.38E-02	4.762957124	6.72E-01	8.12E-01		Zfp7	26.82972083	28.86922567	28.73481949	29.48266169	23.20184636	26.42836468	26.44548736					
Atp6v1a	3.11E-02	6.373385265	6.73E-01	8.13E-01		Atp6v1a	78.4737844	83.77615381	87.56353777	79.90228604	87.32331267	78.88466428	84.59891422					
0610007P22Rik	5.09E-02	4.393445706	6.73E-01	8.13E-01		0610007P22Rik	21.03550882	21.42108856	20.3861895	21.05904407	20.45980997	20.48865646	22.24884831					
Mrps36	5.64E-02	4.02578815	6.73E-01	8.13E-01		Mrps36	14.42254946	16.61981009	17.53859478	15.38225827	17.99900809	15.95045242	16.18703634					
5730408K05Rik	1.16E-01	1.025711165	6.73E-01	8.13E-01		5730408K05Rik	1.88941696	2.400639235	1.617951548	1.648099101	2.320184636	2.135625429	2.264852822					
Gm6225	1.68E-01	-0.142627257	6.73E-01	8.13E-01		Gm6225	1.133650176	0.923322783	0.517744495	0.854569904	0.773394879	1.067812714	1.065813092					
Adamts3	1.42E-01	0.701640604	6.73E-01	8.13E-01		Adamts3	1.259611307	1.231097044	2.200414105	0.915610612	2.179567385	1.735195661	1.93178623					
Efcab9	-1.74E-01	0.286533361	6.73E-01	8.13E-01		Efcab9	1.070669611	1.538871304	1.3590793	0.854569904	1.124938005	1.468242482	1.132426411					
Zfp575	1.12E-01	1.286953492	6.73E-01	8.13E-01		Zfp575	2.456242048	2.215974678	2.459286353	2.62475042	2.320184636	2.135625429	2.864372686					
Rasip1	1.02E-01	1.747621003	6.74E-01	8.14E-01		Rasip1	2.456242048	4.185729948	3.171185034	3.052035372	3.866974393	3.670606206	3.130825959					
Abcb1a	-5.61E-02	4.19541606	6.74E-01	8.14E-01		Abcb1a	16.62686925	22.03663708	18.57408377	21.05904407	15.8194407	17.55217149	16.52010293					
6530401N04Rik	7.11E-02	3.006403983	6.74E-01	8.14E-01		6530401N04Rik	7.116803882	8.679234157	8.025039677	7.935291967	8.577652291	8.475763421	7.460691647					
Nphs1	-1.36E-01	0.786900872	6.74E-01	8.14E-01		Nphs1	1.385572437	1.908200417	2.265132167	1.709139808	1.335863881	1.201289304	2.264852822					
Dnajc4	-5.50E-02	4.033397212	6.74E-01	8.14E-01		Dnajc4	18.7052279	15.51182275	16.89141416	16.84723525	14.55388544	17.28521832	14.78815666					
Map3k4	-3.64E-02	5.814441596	6.74E-01	8.14E-01		Map3k4	62.28777911	58.78488383	53.00409271	55.30288094	55.40319676	53.99128037	55.15582754					
Arhgap12	-3.93E-02	5.746776954	6.75E-01	8.14E-01		Arhgap12	54.16328618	57.80000619	54.29845394	51.39627566	55.05165364	56.52733557	46.76254943					
Zfp599	-8.62E-02	2.716038541	6.75E-01	8.15E-01		Zfp599	6.486998229	6.340149774	7.895603553	5.310541547	7.030862534	6.473614581	6.528105191					
ORF19	3.71E-02	5.77139139	6.75E-01	8.15E-01		ORF19	56.05270314	54.29137962	53.97486363	56.6457765	53.50486388	52.05586983	55.7553474					
Tmem181a	-5.65E-02	4.124401414	6.76E-01	8.15E-01		Tmem181a	16.75283038	19.51288814	18.12105734	17.2134795	17.71777358	16.41762048	16.3868763					
Wnt10a	-1.52E-01	0.470511441	6.76E-01	8.15E-01		Wnt10a	2.141339221	1.292651896	1.035488991	1.220814149	1.335863881	1.334765893	1.332266366					
Fbxo36	1.74E-01	-0.06755975	6.76E-01	8.15E-01		Fbxo36	0.440863957	1.231097044	1.035488991	0.610407074	1.265555256	1.134551009	0.999199774					
8430406I07Rik	-5.17E-02	4.183208254	6.76E-01	8.15E-01		8430406I07Rik	19.0831113	18.65112021	18.83295602	17.64076445	17.43653908	17.08500343	18.45188916					
Pou2f1	-3.91E-02	5.228830436	6.76E-01	8.16E-01		Pou2f1	40.55948407	38.41022776	37.27760366	38.94397135	36.13863342	34.37022175	36.77055169					
AA960436	-4.16E-02	5.127350887	6.76E-01	8.16E-01		AA960436	35.58401941	36.31736278	36.50098692	33.32822626	32.90443666	35.97194082	34.10601896					
Ppp1r16a	5.04E-02	4.853961957	6.76E-01	8.16E-01		Ppp1r16a	29.7898074	28.62300626	28.15235693	29.72682452	25.17048787	30.09897089	30.77535305					
Mustn1	-1.36E-01	0.787002045	6.77E-01	8.16E-01		Mustn1	1.637494699	1.785090713	2.135696043	1.587058393	1.05462938	1.401504188	2.464692776					
Zfp597	-3.40E-02	5.682353719	6.77E-01	8.16E-01		Zfp597	53.15559714	53.18339228	52.48634821	51.09107213	49.21603773	50.72110394	49.62692212					
Abhd14a	9.38E-02	2.059203629	6.77E-01	8.16E-01		Abhd14a	3.904795051	3.693291131	4.659700458	3.479320324	3.937283019	4.671680626	4.862772234					
Nanp	-6.22E-02	3.866380795	6.77E-01	8.16E-01		Nanp	14.86341342	13.41895777	17.34444059	13.48999634	15.04604582	14.81590141	13.18943702					
Prmt10	4.50E-02	4.823687767	6.77E-01	8.16E-01		Prmt10	27.71144875	28.37678685	28.79953755	28.32288825	29.03746226	27.82986887	28.17743363					
Atg14	-5.38E-02	4.300391326	6.77E-01	8.16E-01		Atg14	18.51628621	20.74398518	22.13357717	17.94596799	19.19425472	20.22170328	19.25124898					
Rnf215	-4.59E-02	5.216501721	6.77E-01	8.16E-01		Rnf215	42.5118816	38.71800202	34.10641863	35.03736607	38.66974393	34.37022175	36.90377833					
Atp6v1e1	3.43E-02	5.960558859	6.78E-01	8.17E-01		Atp6v1e1	60.02047876	61.67796188	65.81826896	61.5290331	62.64498517	64.40245434	59.88537313					
6330549D23Rik	1.74E-01	-0.068099235	6.78E-01	8.17E-01		6330549D23Rik	0.629805653	1.292651896	0.776616743	0.610407074	1.265555256	0.734121241	1.398879684					
Dom3z	4.38E-02	4.947896649	6.78E-01	8.17E-01		Dom3z	31.55326323	30.96209064	30.02918073	31.55804575	32.48258491	29.09789647	30.37567314					
Pex26	-5.32E-02	4.231555248	6.79E-01	8.18E-01		Pex26	17.13071377	20.86709489	20.58034369	18.73949718	16.24129245	19.75453522	18.18543589					
Top2b	-2.88E-02	8.703493055	6.79E-01	8.18E-01		Top2b	447.3509555	425.4055834	413.0306711	402.7465877	421.9220606	415.9797906	392.219218					
Zfp800	-3.81E-02	5.638154706	6.79E-01	8.18E-01		Zfp800	55.80078088	47.88967499	50.48008829	45.9636527	49.49727224	47.18397432	51.89177494					
Rfxank	5.35E-02	4.496483841	6.79E-01	8.18E-01		Rfxank	24.05857596	21.29797885	22.13357717	24.47732368	22.85030323	20.95582452	22.18223499					
Polr3d	4.69E-02	4.743335399	6.79E-01	8.18E-01		Polr3d	27.20760422	27.63812863	25.36948027	27.1020741	25.45172237	27.36270081	27.3114605					
Wdr5b	-5.51E-02	4.453325728	6.79E-01	8.18E-01		Wdr5b	23.55473143	25.6068185	19.0271102	20.87592194	20.67073585	20.48865646	23.11482144					
E130215H24Rik	1.02E-01	1.801258304	6.79E-01	8.18E-01		E130215H24Rik	3.149028267	4.062620244	2.977030848	3.418279616	3.656048517	4.337989152	2.797759368					
A430107P09Rik	-7.99E-02	2.694942013	6.79E-01	8.18E-01		A430107P09Rik	7.368726144	7.448137113	5.565753324	7.63008843	6.32777628	5.87296993	5.062612189					
