Gene	BXSB_B6_Y1_GES12_52056	Gene	BXSB_B6_Y2_GES12_52057	Gene	BXSB_B6_Y3_GES12_52058	Gene	BXSB_Yaa1_GES12_52059	Gene	BXSB_Yaa2_GES12_52060	Gene	BXSB_Yaa3_GES12_52061	Gene	BXSB_Yaa4_GES12_52062
Wwc2	108	Wwc2	122	Wwc2	127	Wwc2	100	Wwc2	94	Wwc2	105	Wwc2	93
Wwox	103	Wwox	114	Wwox	100	Wwox	108	Wwox	92	Wwox	106	Wwox	90
Wwp1	798	Wwp1	925	Wwp1	822	Wwp1	655	Wwp1	583	Wwp1	663	Wwp1	531
Wwp2	1850	Wwp2	1998	Wwp2	1677	Wwp2	1822	Wwp2	1525	Wwp2	1694	Wwp2	1671
Wwtr1	2	Wwtr1	9	Wwtr1	3	Wwtr1	6	Wwtr1	5	Wwtr1	3	Wwtr1	5
X99384	60	X99384	91	X99384	82	X99384	51	X99384	42	X99384	45	X99384	45
Xab2	2132	Xab2	2168	Xab2	1981	Xab2	1997	Xab2	1764	Xab2	1785	Xab2	1800
Xaf1	983	Xaf1	1064	Xaf1	1092	Xaf1	2554	Xaf1	1572	Xaf1	2045	Xaf1	1715
Xbp1	1784	Xbp1	2283	Xbp1	2035	Xbp1	4817	Xbp1	6515	Xbp1	5387	Xbp1	4758
Xcl1	52	Xcl1	50	Xcl1	69	Xcl1	41	Xcl1	32	Xcl1	39	Xcl1	33
Xcr1	253	Xcr1	208	Xcr1	241	Xcr1	100	Xcr1	104	Xcr1	104	Xcr1	101
Xdh	584	Xdh	1250	Xdh	1378	Xdh	1048	Xdh	664	Xdh	753	Xdh	737
Xiap	2355	Xiap	2381	Xiap	2343	Xiap	2356	Xiap	1934	Xiap	2066	Xiap	2039
Xirp1	0	Xirp1	0	Xirp1	0	Xirp1	0	Xirp1	0	Xirp1	0	Xirp1	1
Xirp2	0	Xirp2	0	Xirp2	0	Xirp2	0	Xirp2	0	Xirp2	0	Xirp2	0
Xist	1	Xist	15	Xist	2	Xist	6	Xist	10	Xist	13	Xist	7
Xk	252	Xk	227	Xk	430	Xk	274	Xk	320	Xk	297	Xk	327
Xkr4	0	Xkr4	0	Xkr4	0	Xkr4	0	Xkr4	0	Xkr4	0	Xkr4	0
Xkr5	20	Xkr5	20	Xkr5	19	Xkr5	44	Xkr5	37	Xkr5	40	Xkr5	42
Xkr6	2	Xkr6	3	Xkr6	3	Xkr6	4	Xkr6	6	Xkr6	6	Xkr6	6
Xkr7	0	Xkr7	0	Xkr7	1	Xkr7	0	Xkr7	0	Xkr7	0	Xkr7	0
Xkr8	79	Xkr8	90	Xkr8	97	Xkr8	96	Xkr8	73	Xkr8	69	Xkr8	65
Xkr9	0	Xkr9	0	Xkr9	0	Xkr9	1	Xkr9	0	Xkr9	0	Xkr9	0
Xkrx	765	Xkrx	725	Xkrx	672	Xkrx	588	Xkrx	463	Xkrx	555	Xkrx	496
Xlr	23	Xlr	44	Xlr	26	Xlr	41	Xlr	21	Xlr	26	Xlr	32
Xlr3a	3	Xlr3a	4	Xlr3a	31	Xlr3a	0	Xlr3a	19	Xlr3a	4	Xlr3a	16
Xlr3b	108	Xlr3b	114	Xlr3b	282	Xlr3b	30	Xlr3b	105	Xlr3b	157	Xlr3b	329
Xlr3c	9	Xlr3c	7	Xlr3c	18	Xlr3c	1	Xlr3c	16	Xlr3c	13	Xlr3c	26
Xlr4a	334	Xlr4a	321	Xlr4a	368	Xlr4a	228	Xlr4a	219	Xlr4a	296	Xlr4a	293
Xlr4b	460	Xlr4b	511	Xlr4b	518	Xlr4b	348	Xlr4b	328	Xlr4b	374	Xlr4b	432
Xlr4c	324	Xlr4c	342	Xlr4c	365	Xlr4c	230	Xlr4c	224	Xlr4c	255	Xlr4c	265
Xlr5a	0	Xlr5a	0	Xlr5a	0	Xlr5a	0	Xlr5a	0	Xlr5a	0	Xlr5a	0
Xlr5b	0	Xlr5b	0	Xlr5b	0	Xlr5b	0	Xlr5b	0	Xlr5b	0	Xlr5b	0
Xlr5c	0	Xlr5c	0	Xlr5c	0	Xlr5c	0	Xlr5c	0	Xlr5c	0	Xlr5c	0
Xpa	280	Xpa	275	Xpa	240	Xpa	277	Xpa	253	Xpa	236	Xpa	249
Xpc	807	Xpc	979	Xpc	808	Xpc	772	Xpc	606	Xpc	687	Xpc	617
Xpnpep1	727	Xpnpep1	696	Xpnpep1	812	Xpnpep1	864	Xpnpep1	885	Xpnpep1	816	Xpnpep1	886
Xpnpep2	4	Xpnpep2	6	Xpnpep2	7	Xpnpep2	12	Xpnpep2	4	Xpnpep2	6	Xpnpep2	3
Xpnpep3	265	Xpnpep3	288	Xpnpep3	269	Xpnpep3	310	Xpnpep3	252	Xpnpep3	249	Xpnpep3	250
Xpo1	3451	Xpo1	3529	Xpo1	3428	Xpo1	3765	Xpo1	3403	Xpo1	3342	Xpo1	3474
Xpo4	664	Xpo4	746	Xpo4	681	Xpo4	722	Xpo4	641	Xpo4	677	Xpo4	663
Xpo5	1354	Xpo5	1332	Xpo5	1249	Xpo5	1259	Xpo5	1152	Xpo5	1087	Xpo5	1218
Xpo6	3712	Xpo6	3826	Xpo6	3504	Xpo6	3640	Xpo6	3049	Xpo6	3300	Xpo6	3347
Xpo7	1905	Xpo7	1862	Xpo7	2159	Xpo7	1820	Xpo7	1637	Xpo7	1707	Xpo7	1674
Xpot	1406	Xpot	1503	Xpot	1517	Xpot	1543	Xpot	1451	Xpot	1513	Xpot	1443
Xpr1	1607	Xpr1	1595	Xpr1	1505	Xpr1	1425	Xpr1	1182	Xpr1	1245	Xpr1	1215
Xrcc1	1183	Xrcc1	1161	Xrcc1	1061	Xrcc1	1359	Xrcc1	1264	Xrcc1	1222	Xrcc1	1340
Xrcc2	148	Xrcc2	159	Xrcc2	170	Xrcc2	197	Xrcc2	174	Xrcc2	195	Xrcc2	218
Xrcc3	336	Xrcc3	378	Xrcc3	382	Xrcc3	375	Xrcc3	347	Xrcc3	337	Xrcc3	386
Xrcc4	166	Xrcc4	167	Xrcc4	165	Xrcc4	160	Xrcc4	150	Xrcc4	168	Xrcc4	158
Xrcc5	499	Xrcc5	553	Xrcc5	520	Xrcc5	540	Xrcc5	505	Xrcc5	502	Xrcc5	544
Xrcc6	753	Xrcc6	816	Xrcc6	811	Xrcc6	821	Xrcc6	737	Xrcc6	753	Xrcc6	805
Xrcc6bp1	105	Xrcc6bp1	124	Xrcc6bp1	111	Xrcc6bp1	84	Xrcc6bp1	77	Xrcc6bp1	87	Xrcc6bp1	95
Xrn1	1232	Xrn1	1340	Xrn1	1273	Xrn1	1336	Xrn1	1166	Xrn1	1230	Xrn1	1203
Xrn2	4290	Xrn2	4474	Xrn2	4102	Xrn2	4678	Xrn2	3856	Xrn2	4220	Xrn2	4006
Xrra1	4	Xrra1	6	Xrra1	10	Xrra1	4	Xrra1	10	Xrra1	8	Xrra1	8
Xylb	49	Xylb	59	Xylb	70	Xylb	56	Xylb	76	Xylb	71	Xylb	80
Xylt1	508	Xylt1	514	Xylt1	554	Xylt1	495	Xylt1	401	Xylt1	420	Xylt1	444
Xylt2	579	Xylt2	605	Xylt2	551	Xylt2	504	Xylt2	387	Xylt2	415	Xylt2	412
Yaf2	300	Yaf2	266	Yaf2	301	Yaf2	335	Yaf2	260	Yaf2	314	Yaf2	319
Yap1	5	Yap1	10	Yap1	9	Yap1	8	Yap1	7	Yap1	10	Yap1	4
Yars	857	Yars	857	Yars	875	Yars	1037	Yars	1060	Yars	1014	Yars	1049
Yars2	259	Yars2	256	Yars2	246	Yars2	284	Yars2	242	Yars2	233	Yars2	274
Ybey	86	Ybey	104	Ybey	99	Ybey	87	Ybey	80	Ybey	93	Ybey	93
Ybx1	5992	Ybx1	6065	Ybx1	5772	Ybx1	7078	Ybx1	6902	Ybx1	6561	Ybx1	7767
Ybx2	0	Ybx2	3	Ybx2	2	Ybx2	0	Ybx2	3	Ybx2	1	Ybx2	0
Ydjc	100	Ydjc	118	Ydjc	128	Ydjc	118	Ydjc	95	Ydjc	102	Ydjc	128
Yeats2	1070	Yeats2	1039	Yeats2	908	Yeats2	964	Yeats2	827	Yeats2	874	Yeats2	900
Yeats4	1122	Yeats4	994	Yeats4	935	Yeats4	1146	Yeats4	1055	Yeats4	1012	Yeats4	1045
Yes1	9	Yes1	27	Yes1	16	Yes1	38	Yes1	34	Yes1	39	Yes1	34
Yif1a	299	Yif1a	302	Yif1a	301	Yif1a	345	Yif1a	317	Yif1a	294	Yif1a	330
Yif1b	276	Yif1b	293	Yif1b	260	Yif1b	343	Yif1b	320	Yif1b	303	Yif1b	324
Yipf1	565	Yipf1	561	Yipf1	536	Yipf1	546	Yipf1	463	Yipf1	515	Yipf1	521
Yipf2	224	Yipf2	266	Yipf2	244	Yipf2	318	Yipf2	297	Yipf2	310	Yipf2	264
Yipf3	1048	Yipf3	1056	Yipf3	937	Yipf3	1058	Yipf3	974	Yipf3	977	Yipf3	983
Yipf4	725	Yipf4	682	Yipf4	709	Yipf4	620	Yipf4	604	Yipf4	614	Yipf4	568
Yipf5	595	Yipf5	642	Yipf5	586	Yipf5	699	Yipf5	623	Yipf5	670	Yipf5	634
Yipf6	964	Yipf6	1018	Yipf6	937	Yipf6	895	Yipf6	846	Yipf6	876	Yipf6	863
Yipf7	0	Yipf7	0	Yipf7	0	Yipf7	0	Yipf7	0	Yipf7	0	Yipf7	0
Ykt6	1349	Ykt6	1364	Ykt6	1183	Ykt6	1526	Ykt6	1450	Ykt6	1356	Ykt6	1470
Ylpm1	2123	Ylpm1	2138	Ylpm1	1972	Ylpm1	2009	Ylpm1	1722	Ylpm1	1866	Ylpm1	1856
Yme1l1	2714	Yme1l1	2879	Yme1l1	2750	Yme1l1	2677	Yme1l1	2503	Yme1l1	2504	Yme1l1	2474
Yod1	345	Yod1	369	Yod1	376	Yod1	277	Yod1	290	Yod1	313	Yod1	325
Ypel1	93	Ypel1	93	Ypel1	90	Ypel1	90	Ypel1	61	Ypel1	75	Ypel1	79
Ypel2	167	Ypel2	158	Ypel2	135	Ypel2	105	Ypel2	133	Ypel2	150	Ypel2	130
Ypel3	2600	Ypel3	2496	Ypel3	2396	Ypel3	2302	Ypel3	1874	Ypel3	2092	Ypel3	1952
Ypel4	17	Ypel4	26	Ypel4	87	Ypel4	13	Ypel4	24	Ypel4	23	Ypel4	21
Ypel5	964	Ypel5	1004	Ypel5	953	Ypel5	907	Ypel5	755	Ypel5	819	Ypel5	838
Yrdc	479	Yrdc	489	Yrdc	449	Yrdc	509	Yrdc	411	Yrdc	482	Yrdc	485
Ysk4	11	Ysk4	12	Ysk4	11	Ysk4	10	Ysk4	8	Ysk4	8	Ysk4	14
Ythdc1	3114	Ythdc1	3183	Ythdc1	2980	Ythdc1	2892	Ythdc1	2525	Ythdc1	2687	Ythdc1	2696
Ythdc2	609	Ythdc2	570	Ythdc2	616	Ythdc2	620	Ythdc2	569	Ythdc2	577	Ythdc2	579
Ythdf1	1282	Ythdf1	1249	Ythdf1	1309	Ythdf1	1384	Ythdf1	1281	Ythdf1	1252	Ythdf1	1266
Ythdf2	1077	Ythdf2	1095	Ythdf2	1126	Ythdf2	1267	Ythdf2	1077	Ythdf2	1123	Ythdf2	1149
Ythdf3	2893	Ythdf3	3014	Ythdf3	2645	Ythdf3	2731	Ythdf3	2188	Ythdf3	2401	Ythdf3	2371
Ywhab	3572	Ywhab	3578	Ywhab	3512	Ywhab	3580	Ywhab	3198	Ywhab	3258	Ywhab	3428
Ywhae	4182	Ywhae	4165	Ywhae	4226	Ywhae	5147	Ywhae	5020	Ywhae	4699	Ywhae	5123
Ywhag	2459	Ywhag	2514	Ywhag	2478	Ywhag	2714	Ywhag	2357	Ywhag	2546	Ywhag	2625
Ywhah	2366	Ywhah	2231	Ywhah	2398	Ywhah	2449	Ywhah	2346	Ywhah	2253	Ywhah	2361
Ywhaq	3015	Ywhaq	3012	Ywhaq	3060	Ywhaq	3436	Ywhaq	3114	Ywhaq	3132	Ywhaq	3213
Ywhaz	9703	Ywhaz	9530	Ywhaz	8693	Ywhaz	9503	Ywhaz	8343	Ywhaz	8825	Ywhaz	8740
Yy1	1691	Yy1	1761	Yy1	1635	Yy1	1791	Yy1	1565	Yy1	1619	Yy1	1692
Yy2	159	Yy2	189	Yy2	156	Yy2	151	Yy2	167	Yy2	164	Yy2	171
Zadh2	1173	Zadh2	1134	Zadh2	1046	Zadh2	1074	Zadh2	966	Zadh2	989	Zadh2	1075
Zan	74	Zan	70	Zan	36	Zan	359	Zan	268	Zan	335	Zan	310
Zap70	1109	Zap70	1171	Zap70	986	Zap70	1430	Zap70	1089	Zap70	1069	Zap70	1227
Zar1	0	Zar1	0	Zar1	0	Zar1	0	Zar1	0	Zar1	0	Zar1	0
Zar1l	0	Zar1l	0	Zar1l	0	Zar1l	0	Zar1l	0	Zar1l	0	Zar1l	0
Zbbx	0	Zbbx	0	Zbbx	0	Zbbx	0	Zbbx	0	Zbbx	0	Zbbx	0
Zbed3	165	Zbed3	193	Zbed3	172	Zbed3	239	Zbed3	204	Zbed3	200	Zbed3	234
Zbed4	1101	Zbed4	987	Zbed4	1082	Zbed4	1158	Zbed4	1031	Zbed4	1074	Zbed4	1098
Zbed6	1949	Zbed6	2141	Zbed6	1994	Zbed6	2079	Zbed6	1896	Zbed6	1918	Zbed6	1982
Zbp1	620	Zbp1	687	Zbp1	528	Zbp1	2445	Zbp1	1529	Zbp1	1808	Zbp1	1600
Zbtb1	1115	Zbtb1	1187	Zbtb1	1021	Zbtb1	1237	Zbtb1	986	Zbtb1	1150	Zbtb1	1202
Zbtb10	343	Zbtb10	309	Zbtb10	297	Zbtb10	276	Zbtb10	195	Zbtb10	221	Zbtb10	208
Zbtb11	1046	Zbtb11	1112	Zbtb11	1077	Zbtb11	1016	Zbtb11	842	Zbtb11	1024	Zbtb11	915
Zbtb12	216	Zbtb12	184	Zbtb12	192	Zbtb12	189	Zbtb12	173	Zbtb12	177	Zbtb12	207
Zbtb16	123	Zbtb16	141	Zbtb16	111	Zbtb16	87	Zbtb16	71	Zbtb16	67	Zbtb16	35
Zbtb17	669	Zbtb17	653	Zbtb17	589	Zbtb17	675	Zbtb17	555	Zbtb17	630	Zbtb17	644
Zbtb2	595	Zbtb2	526	Zbtb2	501	Zbtb2	587	Zbtb2	507	Zbtb2	469	Zbtb2	463
Zbtb20	190	Zbtb20	229	Zbtb20	201	Zbtb20	270	Zbtb20	187	Zbtb20	208	Zbtb20	228
Zbtb22	863	Zbtb22	889	Zbtb22	729	Zbtb22	872	Zbtb22	743	Zbtb22	765	Zbtb22	784
Zbtb24	637	Zbtb24	696	Zbtb24	574	Zbtb24	625	Zbtb24	492	Zbtb24	536	Zbtb24	519
Zbtb25	300	Zbtb25	301	Zbtb25	300	Zbtb25	312	Zbtb25	284	Zbtb25	264	Zbtb25	277
Zbtb26	490	Zbtb26	529	Zbtb26	447	Zbtb26	496	Zbtb26	366	Zbtb26	415	Zbtb26	384
Zbtb3	91	Zbtb3	80	Zbtb3	83	Zbtb3	70	Zbtb3	64	Zbtb3	74	Zbtb3	79
Zbtb32	224	Zbtb32	255	Zbtb32	197	Zbtb32	278	Zbtb32	317	Zbtb32	334	Zbtb32	419
Zbtb33	1231	Zbtb33	1214	Zbtb33	1105	Zbtb33	1108	Zbtb33	949	Zbtb33	1103	Zbtb33	974
Zbtb34	436	Zbtb34	522	Zbtb34	524	Zbtb34	461	Zbtb34	406	Zbtb34	392	Zbtb34	378
Zbtb37	433	Zbtb37	553	Zbtb37	498	Zbtb37	399	Zbtb37	318	Zbtb37	379	Zbtb37	321
Zbtb38	655	Zbtb38	746	Zbtb38	641	Zbtb38	852	Zbtb38	827	Zbtb38	843	Zbtb38	889
Zbtb39	593	Zbtb39	590	Zbtb39	623	Zbtb39	520	Zbtb39	423	Zbtb39	453	Zbtb39	489
Zbtb4	2518	Zbtb4	2394	Zbtb4	2155	Zbtb4	2107	Zbtb4	1775	Zbtb4	2036	Zbtb4	2058
Zbtb40	872	Zbtb40	779	Zbtb40	781	Zbtb40	704	Zbtb40	540	Zbtb40	684	Zbtb40	684
Zbtb41	598	Zbtb41	618	Zbtb41	571	Zbtb41	606	Zbtb41	502	Zbtb41	572	Zbtb41	523
Zbtb42	166	Zbtb42	210	Zbtb42	197	Zbtb42	202	Zbtb42	183	Zbtb42	187	Zbtb42	179
Zbtb43	677	Zbtb43	791	Zbtb43	683	Zbtb43	727	Zbtb43	675	Zbtb43	702	Zbtb43	651
Zbtb44	1283	Zbtb44	1315	Zbtb44	1311	Zbtb44	1253	Zbtb44	1046	Zbtb44	1148	Zbtb44	1080
Zbtb45	211	Zbtb45	240	Zbtb45	233	Zbtb45	278	Zbtb45	235	Zbtb45	233	Zbtb45	233
Zbtb46	113	Zbtb46	115	Zbtb46	140	Zbtb46	83	Zbtb46	75	Zbtb46	92	Zbtb46	75
Zbtb48	383	Zbtb48	406	Zbtb48	340	Zbtb48	416	Zbtb48	322	Zbtb48	355	Zbtb48	373
Zbtb49	331	Zbtb49	277	Zbtb49	264	Zbtb49	307	Zbtb49	244	Zbtb49	265	Zbtb49	269
Zbtb5	625	Zbtb5	606	Zbtb5	568	Zbtb5	715	Zbtb5	604	Zbtb5	621	Zbtb5	621
Zbtb6	808	Zbtb6	922	Zbtb6	940	Zbtb6	824	Zbtb6	687	Zbtb6	730	Zbtb6	750
Zbtb7a	2556	Zbtb7a	2440	Zbtb7a	2266	Zbtb7a	2508	Zbtb7a	2015	Zbtb7a	2278	Zbtb7a	2161
Zbtb7b	1497	Zbtb7b	1640	Zbtb7b	1528	Zbtb7b	1491	Zbtb7b	1061	Zbtb7b	1288	Zbtb7b	1176
Zbtb7c	1	Zbtb7c	1	Zbtb7c	1	Zbtb7c	3	Zbtb7c	5	Zbtb7c	2	Zbtb7c	3
Zbtb8a	35	Zbtb8a	41	Zbtb8a	39	Zbtb8a	27	Zbtb8a	33	Zbtb8a	34	Zbtb8a	34
Zbtb8b	0	Zbtb8b	0	Zbtb8b	0	Zbtb8b	0	Zbtb8b	0	Zbtb8b	0	Zbtb8b	0
Zbtb8os	389	Zbtb8os	401	Zbtb8os	358	Zbtb8os	471	Zbtb8os	431	Zbtb8os	372	Zbtb8os	459
Zbtb9	747	Zbtb9	749	Zbtb9	744	Zbtb9	731	Zbtb9	575	Zbtb9	635	Zbtb9	684
Zc3h10	580	Zc3h10	574	Zc3h10	505	Zc3h10	570	Zc3h10	468	Zc3h10	524	Zc3h10	513
Zc3h11a	4844	Zc3h11a	4908	Zc3h11a	4656	Zc3h11a	4800	Zc3h11a	4106	Zc3h11a	4423	Zc3h11a	4582
Zc3h12a	959	Zc3h12a	862	Zc3h12a	854	Zc3h12a	928	Zc3h12a	735	Zc3h12a	810	Zc3h12a	753
Zc3h12b	30	Zc3h12b	27	Zc3h12b	27	Zc3h12b	24	Zc3h12b	21	Zc3h12b	17	Zc3h12b	19
Zc3h12c	368	Zc3h12c	403	Zc3h12c	343	Zc3h12c	356	Zc3h12c	260	Zc3h12c	274	Zc3h12c	330
Zc3h12d	2156	Zc3h12d	2140	Zc3h12d	1972	Zc3h12d	2579	Zc3h12d	2384	Zc3h12d	2311	Zc3h12d	2595
Zc3h13	1678	Zc3h13	1772	Zc3h13	1709	Zc3h13	1743	Zc3h13	1492	Zc3h13	1557	Zc3h13	1624
Zc3h14	1336	Zc3h14	1370	Zc3h14	1273	Zc3h14	1360	Zc3h14	1227	Zc3h14	1248	Zc3h14	1263
Zc3h15	1648	Zc3h15	1709	Zc3h15	1632	Zc3h15	1808	Zc3h15	1667	Zc3h15	1723	Zc3h15	1836
Zc3h18	2041	Zc3h18	1988	Zc3h18	1995	Zc3h18	2101	Zc3h18	1839	Zc3h18	1894	Zc3h18	1981
Zc3h3	694	Zc3h3	676	Zc3h3	641	Zc3h3	650	Zc3h3	491	Zc3h3	589	Zc3h3	569
Zc3h4	3219	Zc3h4	3091	Zc3h4	2936	Zc3h4	3132	Zc3h4	2692	Zc3h4	2832	Zc3h4	2932
Zc3h6	480	Zc3h6	528	Zc3h6	381	Zc3h6	518	Zc3h6	442	Zc3h6	464	Zc3h6	480
Zc3h7a	4061	Zc3h7a	3921	Zc3h7a	3620	Zc3h7a	3890	Zc3h7a	3238	Zc3h7a	3435	Zc3h7a	3467
Zc3h7b	1416	Zc3h7b	1369	Zc3h7b	1350	Zc3h7b	1500	Zc3h7b	1283	Zc3h7b	1294	Zc3h7b	1391
Zc3h8	163	Zc3h8	156	Zc3h8	152	Zc3h8	154	Zc3h8	146	Zc3h8	151	Zc3h8	136
Zc3hav1	3246	Zc3hav1	3420	Zc3hav1	3386	Zc3hav1	3857	Zc3hav1	3093	Zc3hav1	3576	Zc3hav1	3177
Zc3hav1l	102	Zc3hav1l	124	Zc3hav1l	139	Zc3hav1l	120	Zc3hav1l	116	Zc3hav1l	98	Zc3hav1l	91
Zc3hc1	427	Zc3hc1	400	Zc3hc1	399	Zc3hc1	473	Zc3hc1	456	Zc3hc1	389	Zc3hc1	413
Zc4h2	58	Zc4h2	77	Zc4h2	75	Zc4h2	77	Zc4h2	58	Zc4h2	44	Zc4h2	57
Zcchc10	239	Zcchc10	226	Zcchc10	230	Zcchc10	230	Zcchc10	225	Zcchc10	244	Zcchc10	232
Zcchc11	4687	Zcchc11	4369	Zcchc11	3900	Zcchc11	4320	Zcchc11	3595	Zcchc11	3900	Zcchc11	3718
Zcchc12	3	Zcchc12	6	Zcchc12	0	Zcchc12	3	Zcchc12	5	Zcchc12	4	Zcchc12	7
Zcchc13	0	Zcchc13	0	Zcchc13	0	Zcchc13	0	Zcchc13	0	Zcchc13	1	Zcchc13	0
Zcchc14	15	Zcchc14	22	Zcchc14	21	Zcchc14	24	Zcchc14	19	Zcchc14	14	Zcchc14	13
Zcchc16	0	Zcchc16	0	Zcchc16	0	Zcchc16	0	Zcchc16	0	Zcchc16	1	Zcchc16	0
Zcchc17	483	Zcchc17	520	Zcchc17	469	Zcchc17	494	Zcchc17	486	Zcchc17	504	Zcchc17	513
Zcchc18	338	Zcchc18	354	Zcchc18	274	Zcchc18	490	Zcchc18	476	Zcchc18	507	Zcchc18	512
Zcchc2	1632	Zcchc2	1592	Zcchc2	1531	Zcchc2	1976	Zcchc2	1501	Zcchc2	1722	Zcchc2	1623
Zcchc24	579	Zcchc24	665	Zcchc24	553	Zcchc24	478	Zcchc24	424	Zcchc24	455	Zcchc24	398
Zcchc3	65	Zcchc3	81	Zcchc3	94	Zcchc3	58	Zcchc3	65	Zcchc3	83	Zcchc3	88
Zcchc4	238	Zcchc4	269	Zcchc4	241	Zcchc4	244	Zcchc4	217	Zcchc4	252	Zcchc4	208
Zcchc5	0	Zcchc5	0	Zcchc5	0	Zcchc5	0	Zcchc5	0	Zcchc5	0	Zcchc5	0
Zcchc6	2870	Zcchc6	2836	Zcchc6	2977	Zcchc6	2711	Zcchc6	2299	Zcchc6	2452	Zcchc6	2412
Zcchc7	1614	Zcchc7	1735	Zcchc7	1412	Zcchc7	1458	Zcchc7	1206	Zcchc7	1268	Zcchc7	1309
Zcchc8	1291	Zcchc8	1296	Zcchc8	1243	Zcchc8	1327	Zcchc8	1137	Zcchc8	1142	Zcchc8	1205
Zcchc9	576	Zcchc9	528	Zcchc9	544	Zcchc9	558	Zcchc9	515	Zcchc9	549	Zcchc9	511
Zcrb1	554	Zcrb1	559	Zcrb1	466	Zcrb1	551	Zcrb1	517	Zcrb1	559	Zcrb1	522
Zcwpw1	275	Zcwpw1	395	Zcwpw1	282	Zcwpw1	188	Zcwpw1	165	Zcwpw1	179	Zcwpw1	137
Zdbf2	0	Zdbf2	1	Zdbf2	0	Zdbf2	0	Zdbf2	0	Zdbf2	0	Zdbf2	0
Zdhhc1	131	Zdhhc1	145	Zdhhc1	146	Zdhhc1	142	Zdhhc1	139	Zdhhc1	136	Zdhhc1	147
Zdhhc11	0	Zdhhc11	0	Zdhhc11	0	Zdhhc11	0	Zdhhc11	0	Zdhhc11	0	Zdhhc11	0
Zdhhc12	273	Zdhhc12	274	Zdhhc12	235	Zdhhc12	242	Zdhhc12	236	Zdhhc12	225	Zdhhc12	264
Zdhhc13	841	Zdhhc13	922	Zdhhc13	736	Zdhhc13	777	Zdhhc13	764	Zdhhc13	690	Zdhhc13	694
Zdhhc14	244	Zdhhc14	236	Zdhhc14	257	Zdhhc14	269	Zdhhc14	216	Zdhhc14	251	Zdhhc14	249
Zdhhc15	244	Zdhhc15	271	Zdhhc15	287	Zdhhc15	201	Zdhhc15	164	Zdhhc15	165	Zdhhc15	148
Zdhhc16	474	Zdhhc16	459	Zdhhc16	468	Zdhhc16	483	Zdhhc16	473	Zdhhc16	424	Zdhhc16	528
Zdhhc17	1413	Zdhhc17	1440	Zdhhc17	1213	Zdhhc17	1172	Zdhhc17	908	Zdhhc17	1101	Zdhhc17	1016
Zdhhc18	4479	Zdhhc18	4559	Zdhhc18	4268	Zdhhc18	4083	Zdhhc18	3216	Zdhhc18	3786	Zdhhc18	3544
Zdhhc19	0	Zdhhc19	0	Zdhhc19	1	Zdhhc19	0	Zdhhc19	0	Zdhhc19	0	Zdhhc19	0
Zdhhc2	83	Zdhhc2	91	Zdhhc2	97	Zdhhc2	132	Zdhhc2	137	Zdhhc2	124	Zdhhc2	154
Zdhhc20	3096	Zdhhc20	3202	Zdhhc20	2801	Zdhhc20	2857	Zdhhc20	2330	Zdhhc20	2549	Zdhhc20	2394
Zdhhc21	963	Zdhhc21	1038	Zdhhc21	980	Zdhhc21	1175	Zdhhc21	1035	Zdhhc21	1087	Zdhhc21	1085
Zdhhc22	1	Zdhhc22	0	Zdhhc22	0	Zdhhc22	0	Zdhhc22	1	Zdhhc22	0	Zdhhc22	1
Zdhhc23	98	Zdhhc23	88	Zdhhc23	79	Zdhhc23	77	Zdhhc23	54	Zdhhc23	70	Zdhhc23	65
Zdhhc24	467	Zdhhc24	472	Zdhhc24	470	Zdhhc24	472	Zdhhc24	413	Zdhhc24	440	Zdhhc24	469
Zdhhc25	0	Zdhhc25	0	Zdhhc25	0	Zdhhc25	0	Zdhhc25	0	Zdhhc25	0	Zdhhc25	0
Zdhhc3	1011	Zdhhc3	1044	Zdhhc3	1004	Zdhhc3	1046	Zdhhc3	986	Zdhhc3	915	Zdhhc3	982
Zdhhc4	566	Zdhhc4	616	Zdhhc4	585	Zdhhc4	646	Zdhhc4	548	Zdhhc4	561	Zdhhc4	532
Zdhhc5	1689	Zdhhc5	1567	Zdhhc5	1557	Zdhhc5	1683	Zdhhc5	1559	Zdhhc5	1542	Zdhhc5	1523
Zdhhc6	599	Zdhhc6	680	Zdhhc6	636	Zdhhc6	825	Zdhhc6	711	Zdhhc6	715	Zdhhc6	815
Zdhhc7	900	Zdhhc7	959	Zdhhc7	951	Zdhhc7	892	Zdhhc7	750	Zdhhc7	845	Zdhhc7	822
Zdhhc8	999	Zdhhc8	971	Zdhhc8	920	Zdhhc8	956	Zdhhc8	842	Zdhhc8	834	Zdhhc8	879
Zdhhc9	577	Zdhhc9	590	Zdhhc9	571	Zdhhc9	508	Zdhhc9	422	Zdhhc9	434	Zdhhc9	413
Zeb1	1174	Zeb1	1182	Zeb1	1138	Zeb1	1036	Zeb1	847	Zeb1	1001	Zeb1	990
Zeb2	1547	Zeb2	1659	Zeb2	1730	Zeb2	1669	Zeb2	1414	Zeb2	1451	Zeb2	1503
Zer1	2188	Zer1	1998	Zer1	1894	Zer1	1984	Zer1	1602	Zer1	1736	Zer1	1726
Zf12	0	Zf12	0	Zf12	0	Zf12	0	Zf12	0	Zf12	0	Zf12	0
Zfa	10	Zfa	18	Zfa	15	Zfa	4	Zfa	7	Zfa	8	Zfa	8
