Gene	BXSB_B6_Y1_GES12_52056	Gene	BXSB_B6_Y2_GES12_52057	Gene	BXSB_B6_Y3_GES12_52058	Gene	BXSB_Yaa1_GES12_52059	Gene	BXSB_Yaa2_GES12_52060	Gene	BXSB_Yaa3_GES12_52061	Gene	BXSB_Yaa4_GES12_52062
Vpreb1	9	Vpreb1	2	Vpreb1	6	Vpreb1	4	Vpreb1	2	Vpreb1	4	Vpreb1	4
Vpreb2	0	Vpreb2	0	Vpreb2	0	Vpreb2	0	Vpreb2	0	Vpreb2	0	Vpreb2	0
Vpreb3	561	Vpreb3	437	Vpreb3	382	Vpreb3	565	Vpreb3	447	Vpreb3	558	Vpreb3	519
Vps11	1625	Vps11	1668	Vps11	1428	Vps11	1517	Vps11	1268	Vps11	1309	Vps11	1417
Vps13a	2571	Vps13a	2641	Vps13a	2465	Vps13a	2582	Vps13a	2279	Vps13a	2428	Vps13a	2416
Vps13b	3166	Vps13b	3172	Vps13b	2790	Vps13b	2993	Vps13b	2648	Vps13b	2696	Vps13b	2779
Vps13c	1663	Vps13c	2038	Vps13c	2165	Vps13c	1698	Vps13c	1408	Vps13c	1550	Vps13c	1608
Vps13d	3131	Vps13d	3052	Vps13d	2852	Vps13d	2685	Vps13d	2266	Vps13d	2623	Vps13d	2486
Vps16	2651	Vps16	2611	Vps16	2295	Vps16	2466	Vps16	2144	Vps16	2407	Vps16	2362
Vps18	661	Vps18	670	Vps18	710	Vps18	680	Vps18	601	Vps18	647	Vps18	652
Vps24	1388	Vps24	1359	Vps24	1377	Vps24	1279	Vps24	1208	Vps24	1238	Vps24	1145
Vps25	929	Vps25	1009	Vps25	887	Vps25	1064	Vps25	930	Vps25	895	Vps25	958
Vps26a	1134	Vps26a	1132	Vps26a	1125	Vps26a	1032	Vps26a	940	Vps26a	997	Vps26a	929
Vps26b	892	Vps26b	912	Vps26b	967	Vps26b	824	Vps26b	721	Vps26b	767	Vps26b	706
Vps28	1626	Vps28	1624	Vps28	1611	Vps28	1576	Vps28	1470	Vps28	1428	Vps28	1456
Vps29	511	Vps29	576	Vps29	553	Vps29	549	Vps29	439	Vps29	539	Vps29	512
Vps33a	1385	Vps33a	1326	Vps33a	1226	Vps33a	1263	Vps33a	1133	Vps33a	1200	Vps33a	1128
Vps33b	906	Vps33b	853	Vps33b	793	Vps33b	807	Vps33b	648	Vps33b	773	Vps33b	738
Vps35	1981	Vps35	2026	Vps35	2038	Vps35	1930	Vps35	1879	Vps35	1889	Vps35	1858
Vps36	578	Vps36	566	Vps36	489	Vps36	598	Vps36	560	Vps36	559	Vps36	618
Vps37a	1003	Vps37a	1135	Vps37a	1070	Vps37a	912	Vps37a	740	Vps37a	859	Vps37a	823
Vps37b	1387	Vps37b	1436	Vps37b	1328	Vps37b	1286	Vps37b	1003	Vps37b	1220	Vps37b	1064
Vps37c	467	Vps37c	454	Vps37c	441	Vps37c	470	Vps37c	391	Vps37c	400	Vps37c	391
Vps37d	4	Vps37d	0	Vps37d	0	Vps37d	3	Vps37d	5	Vps37d	7	Vps37d	2
Vps39	1616	Vps39	1725	Vps39	1529	Vps39	1570	Vps39	1354	Vps39	1542	Vps39	1492
Vps41	1408	Vps41	1425	Vps41	1303	Vps41	1316	Vps41	1201	Vps41	1309	Vps41	1265
Vps45	251	Vps45	267	Vps45	250	Vps45	303	Vps45	274	Vps45	266	Vps45	295
Vps4a	958	Vps4a	983	Vps4a	910	Vps4a	961	Vps4a	850	Vps4a	843	Vps4a	903
Vps4b	2146	Vps4b	2375	Vps4b	2164	Vps4b	2167	Vps4b	1990	Vps4b	1989	Vps4b	1957
Vps52	1525	Vps52	1525	Vps52	1411	Vps52	1510	Vps52	1394	Vps52	1443	Vps52	1480
Vps53	557	Vps53	653	Vps53	550	Vps53	659	Vps53	596	Vps53	577	Vps53	624
Vps54	1628	Vps54	1729	Vps54	1480	Vps54	1867	Vps54	1637	Vps54	1720	Vps54	1801
Vps72	690	Vps72	742	Vps72	647	Vps72	690	Vps72	618	Vps72	645	Vps72	622
Vps8	692	Vps8	700	Vps8	693	Vps8	679	Vps8	595	Vps8	634	Vps8	632
Vrk1	1115	Vrk1	1083	Vrk1	1061	Vrk1	1118	Vrk1	1105	Vrk1	1128	Vrk1	1197
Vrk2	310	Vrk2	325	Vrk2	283	Vrk2	333	Vrk2	275	Vrk2	261	Vrk2	345
Vrk3	1061	Vrk3	1071	Vrk3	971	Vrk3	1082	Vrk3	878	Vrk3	963	Vrk3	892
Vrtn	0	Vrtn	0	Vrtn	0	Vrtn	0	Vrtn	0	Vrtn	0	Vrtn	0
Vsig1	0	Vsig1	0	Vsig1	0	Vsig1	0	Vsig1	0	Vsig1	0	Vsig1	0
Vsig10	50	Vsig10	78	Vsig10	66	Vsig10	92	Vsig10	95	Vsig10	60	Vsig10	91
Vsig2	9	Vsig2	12	Vsig2	10	Vsig2	0	Vsig2	5	Vsig2	6	Vsig2	5
Vsig4	2	Vsig4	3	Vsig4	3	Vsig4	4	Vsig4	1	Vsig4	1	Vsig4	2
Vsig8	8	Vsig8	3	Vsig8	9	Vsig8	8	Vsig8	8	Vsig8	3	Vsig8	7
Vsnl1	0	Vsnl1	0	Vsnl1	0	Vsnl1	2	Vsnl1	1	Vsnl1	0	Vsnl1	0
Vstm2a	0	Vstm2a	1	Vstm2a	0	Vstm2a	0	Vstm2a	0	Vstm2a	0	Vstm2a	0
Vstm2b	0	Vstm2b	0	Vstm2b	0	Vstm2b	0	Vstm2b	0	Vstm2b	0	Vstm2b	0
Vstm2l	0	Vstm2l	0	Vstm2l	0	Vstm2l	0	Vstm2l	0	Vstm2l	0	Vstm2l	0
Vsx1	1	Vsx1	0	Vsx1	0	Vsx1	0	Vsx1	0	Vsx1	0	Vsx1	0
Vsx2	0	Vsx2	0	Vsx2	0	Vsx2	0	Vsx2	0	Vsx2	0	Vsx2	0
Vta1	533	Vta1	530	Vta1	510	Vta1	565	Vta1	488	Vta1	524	Vta1	515
Vtcn1	0	Vtcn1	0	Vtcn1	0	Vtcn1	0	Vtcn1	0	Vtcn1	0	Vtcn1	0
Vti1a	564	Vti1a	551	Vti1a	499	Vti1a	518	Vti1a	520	Vti1a	548	Vti1a	516
Vti1b	830	Vti1b	865	Vti1b	813	Vti1b	788	Vti1b	677	Vti1b	778	Vti1b	800
Vtn	0	Vtn	0	Vtn	0	Vtn	1	Vtn	0	Vtn	0	Vtn	0
Vwa1	9	Vwa1	18	Vwa1	6	Vwa1	15	Vwa1	12	Vwa1	11	Vwa1	5
Vwa2	0	Vwa2	0	Vwa2	0	Vwa2	1	Vwa2	0	Vwa2	0	Vwa2	0
Vwa3a	0	Vwa3a	1	Vwa3a	2	Vwa3a	2	Vwa3a	1	Vwa3a	1	Vwa3a	2
Vwa5a	576	Vwa5a	659	Vwa5a	605	Vwa5a	710	Vwa5a	602	Vwa5a	550	Vwa5a	600
Vwa5b1	0	Vwa5b1	0	Vwa5b1	0	Vwa5b1	0	Vwa5b1	0	Vwa5b1	0	Vwa5b1	0
Vwa5b2	4	Vwa5b2	2	Vwa5b2	1	Vwa5b2	1	Vwa5b2	1	Vwa5b2	5	Vwa5b2	2
Vwc2	4	Vwc2	2	Vwc2	3	Vwc2	3	Vwc2	0	Vwc2	3	Vwc2	1
Vwc2l	0	Vwc2l	0	Vwc2l	0	Vwc2l	0	Vwc2l	0	Vwc2l	0	Vwc2l	0
Vwce	3	Vwce	8	Vwce	4	Vwce	2	Vwce	4	Vwce	2	Vwce	3
Vwde	0	Vwde	0	Vwde	0	Vwde	6	Vwde	5	Vwde	2	Vwde	6
Vwf	215	Vwf	202	Vwf	248	Vwf	109	Vwf	108	Vwf	86	Vwf	93
Wac	2572	Wac	2569	Wac	2483	Wac	2600	Wac	2261	Wac	2421	Wac	2439
Wap	0	Wap	1	Wap	0	Wap	0	Wap	0	Wap	0	Wap	0
Wapal	2398	Wapal	2566	Wapal	2689	Wapal	2611	Wapal	2481	Wapal	2377	Wapal	2449
Wars	1226	Wars	1206	Wars	1190	Wars	1699	Wars	1505	Wars	1464	Wars	1581
Wars2	380	Wars2	410	Wars2	391	Wars2	377	Wars2	265	Wars2	331	Wars2	304
Was	2722	Was	2700	Was	2515	Was	2572	Was	2049	Was	2274	Was	2316
Wasf1	2	Wasf1	2	Wasf1	0	Wasf1	3	Wasf1	1	Wasf1	1	Wasf1	2
Wasf2	4433	Wasf2	4330	Wasf2	3858	Wasf2	4212	Wasf2	3356	Wasf2	3701	Wasf2	3566
Wasf3	1	Wasf3	1	Wasf3	0	Wasf3	0	Wasf3	0	Wasf3	0	Wasf3	0
Wasl	783	Wasl	811	Wasl	822	Wasl	652	Wasl	555	Wasl	605	Wasl	564
Wbp1	561	Wbp1	535	Wbp1	532	Wbp1	560	Wbp1	502	Wbp1	472	Wbp1	482
Wbp11	1957	Wbp11	1921	Wbp11	1976	Wbp11	2118	Wbp11	1850	Wbp11	1936	Wbp11	1964
Wbp2	1841	Wbp2	1957	Wbp2	1789	Wbp2	1831	Wbp2	1589	Wbp2	1722	Wbp2	1638
Wbp2nl	0	Wbp2nl	0	Wbp2nl	1	Wbp2nl	1	Wbp2nl	1	Wbp2nl	1	Wbp2nl	1
Wbp4	770	Wbp4	798	Wbp4	687	Wbp4	773	Wbp4	736	Wbp4	732	Wbp4	721
Wbp5	269	Wbp5	283	Wbp5	318	Wbp5	399	Wbp5	447	Wbp5	395	Wbp5	367
Wbp7	4845	Wbp7	4825	Wbp7	4429	Wbp7	4596	Wbp7	3730	Wbp7	4242	Wbp7	4256
Wbscr16	343	Wbscr16	375	Wbscr16	351	Wbscr16	366	Wbscr16	319	Wbscr16	336	Wbscr16	391
Wbscr17	1	Wbscr17	1	Wbscr17	0	Wbscr17	8	Wbscr17	5	Wbscr17	11	Wbscr17	10
Wbscr22	641	Wbscr22	665	Wbscr22	642	Wbscr22	680	Wbscr22	607	Wbscr22	623	Wbscr22	598
Wbscr25	0	Wbscr25	0	Wbscr25	0	Wbscr25	0	Wbscr25	0	Wbscr25	0	Wbscr25	0
Wbscr27	114	Wbscr27	120	Wbscr27	122	Wbscr27	83	Wbscr27	83	Wbscr27	85	Wbscr27	66
Wbscr28	0	Wbscr28	0	Wbscr28	0	Wbscr28	0	Wbscr28	0	Wbscr28	0	Wbscr28	0
Wdfy1	805	Wdfy1	917	Wdfy1	822	Wdfy1	892	Wdfy1	801	Wdfy1	911	Wdfy1	841
Wdfy2	423	Wdfy2	526	Wdfy2	415	Wdfy2	376	Wdfy2	328	Wdfy2	367	Wdfy2	408
Wdfy3	647	Wdfy3	953	Wdfy3	1084	Wdfy3	512	Wdfy3	488	Wdfy3	503	Wdfy3	378
Wdfy4	13114	Wdfy4	12659	Wdfy4	11030	Wdfy4	12386	Wdfy4	10318	Wdfy4	11203	Wdfy4	11684
Wdhd1	722	Wdhd1	755	Wdhd1	920	Wdhd1	1017	Wdhd1	1134	Wdhd1	1051	Wdhd1	1145
Wdpcp	35	Wdpcp	34	Wdpcp	43	Wdpcp	28	Wdpcp	30	Wdpcp	41	Wdpcp	23
Wdr1	6584	Wdr1	6423	Wdr1	5881	Wdr1	6526	Wdr1	5540	Wdr1	5767	Wdr1	5926
Wdr11	1214	Wdr11	1319	Wdr11	1159	Wdr11	1179	Wdr11	1029	Wdr11	1063	Wdr11	1085
Wdr12	556	Wdr12	558	Wdr12	619	Wdr12	539	Wdr12	580	Wdr12	502	Wdr12	546
Wdr13	1499	Wdr13	1472	Wdr13	1333	Wdr13	1283	Wdr13	1070	Wdr13	1108	Wdr13	1093
Wdr16	0	Wdr16	0	Wdr16	0	Wdr16	0	Wdr16	0	Wdr16	0	Wdr16	0
Wdr17	0	Wdr17	0	Wdr17	0	Wdr17	0	Wdr17	0	Wdr17	0	Wdr17	0
Wdr18	746	Wdr18	870	Wdr18	803	Wdr18	818	Wdr18	788	Wdr18	787	Wdr18	830
Wdr19	114	Wdr19	121	Wdr19	110	Wdr19	93	Wdr19	114	Wdr19	95	Wdr19	98
Wdr20a	601	Wdr20a	550	Wdr20a	494	Wdr20a	534	Wdr20a	454	Wdr20a	475	Wdr20a	465
Wdr20b	0	Wdr20b	0	Wdr20b	0	Wdr20b	0	Wdr20b	0	Wdr20b	0	Wdr20b	0
Wdr24	788	Wdr24	771	Wdr24	705	Wdr24	771	Wdr24	701	Wdr24	675	Wdr24	774
Wdr25	84	Wdr25	98	Wdr25	94	Wdr25	84	Wdr25	72	Wdr25	101	Wdr25	79
Wdr26	5943	Wdr26	6039	Wdr26	5796	Wdr26	6252	Wdr26	5211	Wdr26	5620	Wdr26	5558
Wdr27	0	Wdr27	1	Wdr27	3	Wdr27	1	Wdr27	0	Wdr27	1	Wdr27	1
Wdr3	1518	Wdr3	1623	Wdr3	1438	Wdr3	1538	Wdr3	1432	Wdr3	1429	Wdr3	1504
Wdr31	6	Wdr31	8	Wdr31	4	Wdr31	2	Wdr31	12	Wdr31	11	Wdr31	6
Wdr33	2065	Wdr33	2090	Wdr33	1955	Wdr33	2187	Wdr33	1903	Wdr33	1985	Wdr33	2041
Wdr34	77	Wdr34	113	Wdr34	108	Wdr34	145	Wdr34	125	Wdr34	99	Wdr34	116
Wdr35	70	Wdr35	91	Wdr35	88	Wdr35	88	Wdr35	94	Wdr35	96	Wdr35	97
Wdr36	1081	Wdr36	1054	Wdr36	1039	Wdr36	1080	Wdr36	1006	Wdr36	972	Wdr36	1067
Wdr37	1320	Wdr37	1378	Wdr37	1265	Wdr37	1252	Wdr37	1149	Wdr37	1161	Wdr37	1108
Wdr38	0	Wdr38	1	Wdr38	0	Wdr38	0	Wdr38	1	Wdr38	1	Wdr38	1
Wdr4	722	Wdr4	731	Wdr4	673	Wdr4	693	Wdr4	644	Wdr4	686	Wdr4	702
Wdr41	533	Wdr41	607	Wdr41	605	Wdr41	570	Wdr41	489	Wdr41	525	Wdr41	509
Wdr43	2143	Wdr43	2240	Wdr43	2017	Wdr43	2313	Wdr43	2199	Wdr43	2231	Wdr43	2387
Wdr44	761	Wdr44	801	Wdr44	676	Wdr44	727	Wdr44	566	Wdr44	704	Wdr44	617
Wdr45	588	Wdr45	634	Wdr45	629	Wdr45	613	Wdr45	497	Wdr45	533	Wdr45	503
Wdr45l	617	Wdr45l	672	Wdr45l	683	Wdr45l	685	Wdr45l	558	Wdr45l	624	Wdr45l	576
Wdr46	798	Wdr46	837	Wdr46	814	Wdr46	829	Wdr46	735	Wdr46	726	Wdr46	751
Wdr47	462	Wdr47	449	Wdr47	415	Wdr47	397	Wdr47	343	Wdr47	388	Wdr47	380
Wdr48	1242	Wdr48	1309	Wdr48	1295	Wdr48	1272	Wdr48	1066	Wdr48	1120	Wdr48	1166
Wdr5	1172	Wdr5	1190	Wdr5	1163	Wdr5	1195	Wdr5	1118	Wdr5	1086	Wdr5	1172
Wdr52	0	Wdr52	1	Wdr52	3	Wdr52	0	Wdr52	1	Wdr52	1	Wdr52	0
Wdr53	175	Wdr53	191	Wdr53	192	Wdr53	193	Wdr53	152	Wdr53	173	Wdr53	172
Wdr54	4	Wdr54	6	Wdr54	3	Wdr54	7	Wdr54	7	Wdr54	7	Wdr54	8
Wdr55	475	Wdr55	470	Wdr55	512	Wdr55	501	Wdr55	445	Wdr55	439	Wdr55	518
Wdr59	415	Wdr59	493	Wdr59	454	Wdr59	429	Wdr59	411	Wdr59	398	Wdr59	406
Wdr5b	374	Wdr5b	416	Wdr5b	294	Wdr5b	342	Wdr5b	294	Wdr5b	307	Wdr5b	347
Wdr6	1390	Wdr6	1406	Wdr6	1268	Wdr6	1422	Wdr6	1260	Wdr6	1357	Wdr6	1365
Wdr60	78	Wdr60	107	Wdr60	121	Wdr60	69	Wdr60	101	Wdr60	82	Wdr60	105
Wdr61	462	Wdr61	567	Wdr61	547	Wdr61	568	Wdr61	551	Wdr61	566	Wdr61	606
Wdr62	218	Wdr62	184	Wdr62	207	Wdr62	298	Wdr62	290	Wdr62	265	Wdr62	320
Wdr63	2	Wdr63	1	Wdr63	0	Wdr63	1	Wdr63	1	Wdr63	0	Wdr63	0
Wdr64	0	Wdr64	0	Wdr64	0	Wdr64	0	Wdr64	0	Wdr64	0	Wdr64	0
Wdr65	0	Wdr65	3	Wdr65	2	Wdr65	1	Wdr65	2	Wdr65	1	Wdr65	0
Wdr67	230	Wdr67	243	Wdr67	260	Wdr67	269	Wdr67	275	Wdr67	241	Wdr67	261
Wdr69	0	Wdr69	0	Wdr69	0	Wdr69	0	Wdr69	0	Wdr69	0	Wdr69	0
Wdr7	667	Wdr7	737	Wdr7	700	Wdr7	769	Wdr7	744	Wdr7	720	Wdr7	754
Wdr70	299	Wdr70	331	Wdr70	290	Wdr70	348	Wdr70	303	Wdr70	270	Wdr70	299
Wdr72	0	Wdr72	0	Wdr72	0	Wdr72	0	Wdr72	0	Wdr72	0	Wdr72	0
Wdr73	544	Wdr73	585	Wdr73	548	Wdr73	528	Wdr73	454	Wdr73	484	Wdr73	472
Wdr74	688	Wdr74	710	Wdr74	678	Wdr74	677	Wdr74	608	Wdr74	631	Wdr74	606
Wdr75	856	Wdr75	1028	Wdr75	930	Wdr75	907	Wdr75	836	Wdr75	818	Wdr75	850
Wdr76	450	Wdr76	514	Wdr76	543	Wdr76	581	Wdr76	581	Wdr76	587	Wdr76	666
Wdr77	1293	Wdr77	1460	Wdr77	1310	Wdr77	1201	Wdr77	1088	Wdr77	1103	Wdr77	1111
Wdr78	107	Wdr78	114	Wdr78	107	Wdr78	74	Wdr78	72	Wdr78	71	Wdr78	75
Wdr8	350	Wdr8	379	Wdr8	375	Wdr8	409	Wdr8	408	Wdr8	391	Wdr8	381
Wdr81	1914	Wdr81	1715	Wdr81	1736	Wdr81	1835	Wdr81	1588	Wdr81	1618	Wdr81	1608
Wdr82	2479	Wdr82	2345	Wdr82	2276	Wdr82	2375	Wdr82	2179	Wdr82	2334	Wdr82	2211
Wdr83	343	Wdr83	359	Wdr83	332	Wdr83	340	Wdr83	299	Wdr83	291	Wdr83	329
Wdr85	458	Wdr85	456	Wdr85	412	Wdr85	414	Wdr85	359	Wdr85	375	Wdr85	377
Wdr86	18	Wdr86	16	Wdr86	27	Wdr86	25	Wdr86	11	Wdr86	10	Wdr86	13
Wdr89	100	Wdr89	123	Wdr89	124	Wdr89	112	Wdr89	106	Wdr89	104	Wdr89	115
Wdr90	663	Wdr90	615	Wdr90	638	Wdr90	730	Wdr90	620	Wdr90	650	Wdr90	730
Wdr91	1100	Wdr91	973	Wdr91	955	Wdr91	1077	Wdr91	867	Wdr91	903	Wdr91	947
Wdr92	549	Wdr92	672	Wdr92	655	Wdr92	547	Wdr92	493	Wdr92	538	Wdr92	473
Wdr93	0	Wdr93	0	Wdr93	0	Wdr93	0	Wdr93	2	Wdr93	1	Wdr93	1
Wdr95	20	Wdr95	11	Wdr95	15	Wdr95	25	Wdr95	23	Wdr95	19	Wdr95	21
Wdr96	35	Wdr96	30	Wdr96	32	Wdr96	23	Wdr96	34	Wdr96	21	Wdr96	17
Wdsub1	158	Wdsub1	136	Wdsub1	171	Wdsub1	170	Wdsub1	145	Wdsub1	158	Wdsub1	148
Wdtc1	1618	Wdtc1	1570	Wdtc1	1466	Wdtc1	1776	Wdtc1	1452	Wdtc1	1616	Wdtc1	1646
Wdyhv1	360	Wdyhv1	370	Wdyhv1	390	Wdyhv1	364	Wdyhv1	289	Wdyhv1	342	Wdyhv1	340
Wee1	198	Wee1	192	Wee1	212	Wee1	368	Wee1	344	Wee1	350	Wee1	401
Wee2	1	Wee2	2	Wee2	0	Wee2	1	Wee2	2	Wee2	1	Wee2	1
Wfdc1	0	Wfdc1	0	Wfdc1	0	Wfdc1	0	Wfdc1	0	Wfdc1	0	Wfdc1	0
Wfdc10	0	Wfdc10	0	Wfdc10	0	Wfdc10	0	Wfdc10	0	Wfdc10	0	Wfdc10	0
Wfdc11	0	Wfdc11	0	Wfdc11	0	Wfdc11	0	Wfdc11	0	Wfdc11	0	Wfdc11	0
Wfdc12	0	Wfdc12	0	Wfdc12	0	Wfdc12	0	Wfdc12	0	Wfdc12	0	Wfdc12	0
Wfdc13	0	Wfdc13	0	Wfdc13	0	Wfdc13	0	Wfdc13	0	Wfdc13	0	Wfdc13	0
Wfdc15a	0	Wfdc15a	0	Wfdc15a	0	Wfdc15a	0	Wfdc15a	0	Wfdc15a	0	Wfdc15a	0
Wfdc15b	0	Wfdc15b	0	Wfdc15b	0	Wfdc15b	0	Wfdc15b	0	Wfdc15b	0	Wfdc15b	0
Wfdc16	0	Wfdc16	0	Wfdc16	0	Wfdc16	0	Wfdc16	0	Wfdc16	0	Wfdc16	0
Wfdc2	0	Wfdc2	0	Wfdc2	0	Wfdc2	0	Wfdc2	0	Wfdc2	0	Wfdc2	0
Wfdc3	0	Wfdc3	0	Wfdc3	0	Wfdc3	0	Wfdc3	0	Wfdc3	0	Wfdc3	0
Wfdc5	0	Wfdc5	0	Wfdc5	0	Wfdc5	0	Wfdc5	0	Wfdc5	0	Wfdc5	0
Wfdc6a	0	Wfdc6a	0	Wfdc6a	0	Wfdc6a	0	Wfdc6a	0	Wfdc6a	0	Wfdc6a	0
Wfdc6b	0	Wfdc6b	0	Wfdc6b	0	Wfdc6b	0	Wfdc6b	0	Wfdc6b	0	Wfdc6b	0
Wfdc8	0	Wfdc8	0	Wfdc8	0	Wfdc8	0	Wfdc8	0	Wfdc8	0	Wfdc8	0
Wfdc9	0	Wfdc9	0	Wfdc9	0	Wfdc9	0	Wfdc9	0	Wfdc9	0	Wfdc9	0
Wfikkn1	6	Wfikkn1	13	Wfikkn1	15	Wfikkn1	17	Wfikkn1	12	Wfikkn1	13	Wfikkn1	14
Wfikkn2	5	Wfikkn2	16	Wfikkn2	9	Wfikkn2	6	Wfikkn2	7	Wfikkn2	9	Wfikkn2	9
Wfs1	152	Wfs1	208	Wfs1	187	Wfs1	251	Wfs1	243	Wfs1	221	Wfs1	257
Whamm	699	Whamm	694	Whamm	614	Whamm	702	Whamm	544	Whamm	636	Whamm	631
Whrn	119	Whrn	120	Whrn	114	Whrn	119	Whrn	94	Whrn	62	Whrn	109
Whsc1	1291	Whsc1	1202	Whsc1	1318	Whsc1	2011	Whsc1	2056	Whsc1	1867	Whsc1	2297
Whsc1l1	4251	Whsc1l1	4653	Whsc1l1	4286	Whsc1l1	4185	Whsc1l1	3409	Whsc1l1	3731	Whsc1l1	3534
Whsc2	745	Whsc2	752	Whsc2	653	Whsc2	732	Whsc2	734	Whsc2	722	Whsc2	751
Wibg	1062	Wibg	978	Wibg	818	Wibg	1034	Wibg	876	Wibg	901	Wibg	876
Wif1	0	Wif1	0	Wif1	0	Wif1	0	Wif1	0	Wif1	0	Wif1	0
Wipf1	5700	Wipf1	5479	Wipf1	5181	Wipf1	5889	Wipf1	4779	Wipf1	5297	Wipf1	5305
Wipf2	1310	Wipf2	1293	Wipf2	1283	Wipf2	1183	Wipf2	922	Wipf2	1065	Wipf2	1134
Wipf3	25	Wipf3	38	Wipf3	31	Wipf3	36	Wipf3	36	Wipf3	21	Wipf3	43
Wipi1	64	Wipi1	79	Wipi1	123	Wipi1	83	Wipi1	150	Wipi1	107	Wipi1	90
Wipi2	1722	Wipi2	1775	Wipi2	1788	Wipi2	1692	Wipi2	1435	Wipi2	1530	Wipi2	1420
Wisp1	1	Wisp1	1	Wisp1	3	Wisp1	2	Wisp1	4	Wisp1	4	Wisp1	4
Wisp2	3	Wisp2	3	Wisp2	1	Wisp2	1	Wisp2	0	Wisp2	1	Wisp2	0
Wisp3	14	Wisp3	10	Wisp3	13	Wisp3	5	Wisp3	9	Wisp3	6	Wisp3	14
Wiz	1087	Wiz	1050	Wiz	1001	Wiz	1130	Wiz	974	Wiz	937	Wiz	1010
Wls	456	Wls	454	Wls	483	Wls	401	Wls	301	Wls	333	Wls	388
Wnk1	9519	Wnk1	9315	Wnk1	8976	Wnk1	8842	Wnk1	7671	Wnk1	8210	Wnk1	8176
Wnk2	4	Wnk2	1	Wnk2	0	Wnk2	5	Wnk2	2	Wnk2	3	Wnk2	3
Wnk4	31	Wnk4	27	Wnk4	33	Wnk4	28	Wnk4	19	Wnk4	15	Wnk4	21
Wnt1	0	Wnt1	0	Wnt1	0	Wnt1	0	Wnt1	1	Wnt1	0	Wnt1	1
Wnt10a	34	Wnt10a	21	Wnt10a	16	Wnt10a	20	Wnt10a	19	Wnt10a	20	Wnt10a	20
Wnt10b	22	Wnt10b	17	Wnt10b	10	Wnt10b	21	Wnt10b	18	Wnt10b	20	Wnt10b	14
Wnt11	1	Wnt11	5	Wnt11	4	Wnt11	2	Wnt11	2	Wnt11	2	Wnt11	3
Wnt16	7	Wnt16	3	Wnt16	6	Wnt16	3	Wnt16	0	Wnt16	1	Wnt16	1
Wnt2	0	Wnt2	3	Wnt2	1	Wnt2	0	Wnt2	0	Wnt2	2	Wnt2	0
Wnt2b	27	Wnt2b	25	Wnt2b	21	Wnt2b	21	Wnt2b	23	Wnt2b	22	Wnt2b	15
Wnt3	0	Wnt3	7	Wnt3	4	Wnt3	13	Wnt3	12	Wnt3	18	Wnt3	19
Wnt3a	0	Wnt3a	0	Wnt3a	0	Wnt3a	0	Wnt3a	0	Wnt3a	0	Wnt3a	0
Wnt4	27	Wnt4	24	Wnt4	31	Wnt4	38	Wnt4	20	Wnt4	21	Wnt4	25
Wnt5a	0	Wnt5a	0	Wnt5a	0	Wnt5a	0	Wnt5a	0	Wnt5a	0	Wnt5a	1
Wnt5b	16	Wnt5b	24	Wnt5b	18	Wnt5b	5	Wnt5b	10	Wnt5b	19	Wnt5b	9
Wnt6	10	Wnt6	6	Wnt6	10	Wnt6	68	Wnt6	9	Wnt6	17	Wnt6	12
Wnt7a	0	Wnt7a	0	Wnt7a	0	Wnt7a	2	Wnt7a	1	Wnt7a	0	Wnt7a	3
Wnt7b	0	Wnt7b	0	Wnt7b	0	Wnt7b	0	Wnt7b	0	Wnt7b	0	Wnt7b	0
Wnt8a	0	Wnt8a	0	Wnt8a	0	Wnt8a	0	Wnt8a	0	Wnt8a	0	Wnt8a	0
Wnt8b	2	Wnt8b	1	Wnt8b	1	Wnt8b	0	Wnt8b	0	Wnt8b	1	Wnt8b	0
Wnt9a	10	Wnt9a	1	Wnt9a	10	Wnt9a	2	Wnt9a	2	Wnt9a	8	Wnt9a	1
Wnt9b	0	Wnt9b	0	Wnt9b	0	Wnt9b	0	Wnt9b	0	Wnt9b	0	Wnt9b	0
Wrap53	256	Wrap53	261	Wrap53	236	Wrap53	279	Wrap53	258	Wrap53	254	Wrap53	287
Wrb	227	Wrb	261	Wrb	236	Wrb	218	Wrb	158	Wrb	222	Wrb	208
Wrn	854	Wrn	924	Wrn	1006	Wrn	856	Wrn	925	Wrn	839	Wrn	829
Wrnip1	889	Wrnip1	936	Wrnip1	905	Wrnip1	903	Wrnip1	710	Wrnip1	822	Wrnip1	852
Wsb1	2106	Wsb1	2182	Wsb1	1847	Wsb1	2141	Wsb1	1773	Wsb1	1780	Wsb1	1834
Wsb2	793	Wsb2	784	Wsb2	771	Wsb2	936	Wsb2	854	Wsb2	789	Wsb2	816
Wscd1	1	Wscd1	2	Wscd1	0	Wscd1	0	Wscd1	1	Wscd1	1	Wscd1	2
Wscd2	45	Wscd2	53	Wscd2	51	Wscd2	36	Wscd2	19	Wscd2	24	Wscd2	22
Wt1	1	Wt1	3	Wt1	1	Wt1	1	Wt1	1	Wt1	0	Wt1	0
Wtap	2835	Wtap	2942	Wtap	2668	Wtap	2832	Wtap	2467	Wtap	2612	Wtap	2516
Wtip	5	Wtip	7	Wtip	7	Wtip	7	Wtip	2	Wtip	3	Wtip	7
Wwc1	6	Wwc1	5	Wwc1	1	Wwc1	8	Wwc1	5	Wwc1	6	Wwc1	4
